Job title,Company_name,Minimum salary,Maximun salary,Posted date,Location,Job type,Visa sponsorship,Jobcard page link,Jobcard ID,Scrapping date,Search phrase,Skills,Preferred timezones,Job description,Role,Company type,Company logo,Company Page Link,Company Name,Company title,Company description,Company Website,Company locations,Company size,Markets,Scrapping_date,Available jobs,Founders,Team,Total Funding(amount in $),Rounds,Investors,Culture Overview,Perks and benefits
Python Developer,Valiantica,,,2 years ago,Cincinnati,Contract,Available,https://wellfound.com/jobs/2266519-python-developer,2266519.0,09-08-2024,['python developer'],"Python,Python Flask,Python/Django/Flask,Machine Learning Data Science Python R,Machine Learning Data Science Python",,"Mandatory Skills : Java 1.8, Spring boot or Spring MVC services development, Microservices, REST API, Spring Boot, Spring Data, JPA, Java 1.8 , Oracle Nice to have: Angular 7+ or VueJS?",Python Developer,,https://photos.wellfound.com/startups/i/8262941-266ce93924d3f2f5889386fb35f1b33c-medium_jpg.jpg,https://wellfound.com/company/valiantica-1,Valiantica,"Make digital an “Everyday, Everybody’s Experience”",,valiantica.com,San Jose,51-200 people,"Digital Media,Healthcare,Financial Services,Manufacturing,Web Development,IT Management,Mobile Application,Digital Media,Healthcare,Financial Services,Manufacturing,Web Development,IT Management,Mobile Application",09-08-2024,"Data Privacy Lead    (Posted  1 year ago),Python Developer    (Posted  2 years ago),Data Scientist    (Posted  3 years ago),Android Developer    (Posted  3 years ago)",,Neetu Singh,,,,,
Python Developer,Compunnel,$100k , $120k,8 months ago,"Seattle,New Jersey,Washington",Contract,Available,https://wellfound.com/jobs/2862356-python-developer,2862356.0,09-08-2024,['python developer'],"Python,Javascript,Django,Agile,Microsoft Power BI",,"Requirement Details : Develop highly scalable applications in Python/Django framework. Create and deploy applications in azure environment with various interconnected azure components. Understand and enhance front-end applications using JavaScript(Vue and/or React JS), HTML5 and CSS3. Exposure to Power BI tools is highly desirable. Identify and fix bottlenecks that may arise from inefficient code. Knowledge of user authentication and authorization between multiple systems, servers and environments. Ensure that programs are written to the highest standards (e.g., Unit Tests) and technical specifications. Documentation of the key aspects of the project. Ability to collaborate on projects and work independently when required.  Qualifications 5+ years of prior experience as a developer in the required technologies Solid organizational skills, ability to multi-task across different projects Experience with Agile methodologies Skilled at independently researching topics using all means available to discover relevant information Ability to work in a team environment Excellent verbal and written communication skills Self-starter with ability to multi-task and to maintain momentum",Python Developer,,https://photos.wellfound.com/startups/i/1072241-3097d2ed20207e63038f782beaae570d-medium_jpg.jpg,https://wellfound.com/company/compunnel,Compunnel,,,www.compunnel.com,New Jersey,5000+ people,"IT Management,IT Management",09-08-2024,"Service Desk L1 Engineer    (Posted  7 months ago),Python Developer    (Posted  8 months ago)",,"Ashish Nain,Nigel Gerard Alvares,Naveen Benakankonda,Ishan Gupta,Vaibhav Shankdhar,nimesh mehta,Irfan Khan,Shri Akhil Chellapilla,Marshay Jackson,Kumar Parth,Shubhankar Rahul",,,"Ashish Nain,Nigel Gerard Alvares,Naveen Benakankonda",,
Python Developer,GVOS ,$30k , $110k ,6 months ago,"Remote,San Francisco",Contract,Not Available,https://wellfound.com/jobs/481105-python-developer,481105.0,09-08-2024,['python developer'],"Python,Machine Learning,Pandas,Pyspark",Everywhere,"( PLEASE READ : This role must have > 1 year experience in hands on python to qualify  otherwise  your application will be rejected; have to pass coding test. Thanks for your attention as it will save time. )   Python, Pandas, PySpark Mentor needed  Requirements:  ·  Must have Python and OOP hands on devemopment experince!    PySpark is a huge plus.·  Outstanding written and oral communication skills and superb interpersonal abilities · Leadership and Influencing skills to inspire, motivate and persuade others in the Organization",Python Developer,,https://photos.wellfound.com/startups/i/736125-f0657778e6aa466e837c7f03519a53b4-medium_jpg.jpg,https://wellfound.com/company/stentortech,GVOS ,An Edge Cloud for Autonomous Driving,"We are a passionate team crazy about autonomous vehicles. We are building an edge cloud for the autonomous driving that empowers businesses and individuals to store, share, and distribute their data assets. We are backed by the prestigious Berkeley Blockchain Xcelerator and looking for self-motivated, enthusiastic people who are passionate about autonomous vehicles, proud of their work, and desire to help create a world with less accidents and better driving experience using world-class edge computing and decentralized ledger technologies. You will have the opportunities to work with world class PhDs, engineers, professors, and industry gurus to change the future of transportation.",gvos.io,San Francisco,1-10 people,"Enterprise Software,Enterprise Software",09-08-2024,Python Developer    (Posted  6 months ago),Frank Wang,"Kevin Zhang Lee,Kevin Lee",,,,,
Senior Python Developer - Customer Engineering,AppZen,,,1 week ago,Phoenix,Full Time,Not Available,https://wellfound.com/jobs/3071111-senior-python-developer-customer-engineering,3071111.0,09-08-2024,['python developer'],,,"AppZen is the leader in autonomous spend-to-pay software. Its patented artificial intelligence accurately and efficiently processes information from thousands of data sources so that organizations can better understand enterprise spend at scale to make smarter business decisions. It seamlessly integrates with existing accounts payable, expense, and card workflows to read, understand, and make real-time decisions based on your unique spend profile, leading to faster processing times and fewer instances of fraud or wasteful spend. Global enterprises, including one-third of the Fortune 500, use AppZen’s invoice, expense, and card transaction solutions to replace manual finance processes and accelerate the speed and agility of their businesses. To learn more, visit us at  www.appzen.com . We are seeking a seasoned Python Developer with 5+ years of experience and excellent communication skills to join our team. The ideal candidate will collaborate with internal stakeholders including ISM, CSM, and product teams, and coordinate with data science and engineering teams. You must also be able to join customer calls to understand their requirements and provide solutions using mastermind apps.  Key Responsibilities:   Develop and maintain high-quality Python code.  Communicate effectively with internal stakeholders such as ISM, CSM, and product teams.  Coordinate and collaborate with data science and engineering teams.  Participate in customer calls to gather requirements and provide tailored solutions using mastermind apps.  Review all solutions with the product team for approval and work on scheduling them according to priority for release.  Ensure solutions are scalable, maintainable, and meet customer needs.   Requirements:   5+ years of experience in Python development.  Excellent communication and interpersonal skills.  Experience working with internal stakeholders and cross-functional teams.  Ability to understand customer requirements and provide effective solutions.  Familiarity with mastermind apps or similar tools is a plus.   Qualifications:   Bachelor's or Master's degree in Computer Science, Engineering, or a related field.  Proven track record of successful project delivery.  Strong problem-solving skills and attention to detail.  Ability to work independently and in a team environment.",Senior Python Developer - Customer Engineering,"SaaS,Enterprise Software Company",https://photos.wellfound.com/startups/i/377614-31241e0a0fbb6fad7abf1572a41cbcca-medium_jpg.jpg,https://wellfound.com/company/appzen,AppZen,The ai platform for modern finance teams,"AppZen delivers the world’s leading AI platform for modern finance teams. Starting with business spend, we automate manual process, uncover problems, and optimize decision making for enterprises around the globe, including one-fourth of the Fortune 500. Our platform combines patented deep learning, computer vision, and semantic analysis with intelligence from thousands of online data sources to understand financial transactions in business context and make decisions before those transactions happen. AppZen is a must-have for CFOs and their teams to reduce spend, comply with policy, and streamline process.",www.appzen.com/,"Silicon Valley,San Jose,Tempe",51-200 people,"SaaS,Enterprise Software,Big Data,Artificial Intelligence,Accounting,Finance Technology,Fin Tech,SaaS,Enterprise Software,Big Data,Artificial Intelligence,Accounting,Finance Technology,Fin Tech",09-08-2024,"Senior Python Developer - Customer Engineering    (Posted  1 week ago),Channel Account Executive    (Posted  1 week ago),Finance Associate    (Posted  2 weeks ago),Golang Developer    (Posted  2 weeks ago),Analyst Deal Desk    (Posted  3 weeks ago),Sr. Manager/ Associate Director - Global Support    (Posted  3 weeks ago),Enterprise Customer Success Manager - EMEA    (Posted  3 weeks ago),Director/Senior Director of FP&A    (Posted  3 weeks ago),Senior Product Manager, SAP and Integrations    (Posted  4 weeks ago),Implementation Success Manager    (Posted  4 weeks ago),Technical Writer    (Posted  1 month ago),Director, Training & Enablement    (Posted  1 month ago),Senior AI Engineer    (Posted  1 month ago),L2 Technical Consultant    (Posted  1 month ago),Senior Manager - Global Support    (Posted  2 months ago),Backend Engineer    (Posted  2 months ago)",,"Rajeev Gubbala,Anant Kale,Kunal Verma,Thanida Claydon,Joshua Anish,Tiana Moezidis,Ryan Birdsall,Chris Wendling,Aubrey Condor,Stephanie Sayer Long,Paul Arys,James Qian,Giovanni LoCicero,May Lam,Mehak Kochhar,Mike Malone,Cauvery Kalaiah,TJ Lepore,Sanjay Sathe,Chris Bollerud, MBA,Ryan Cooling,Shantanu Joshi,Vu Thinh LY,Michelle Fox Wiles,Jonathan Chizick",$102.5M,5 rounds,"Philippe Suchet,Alberto Lopez Toledo,Leo Polovets,Bloomberg Beta,Coatue Management,Lightspeed Venture Partners,Dave McClure,Redpoint Ventures,Resolute Ventures",,
Python Developer,BCForward,$100k , $130k ,3 years ago,"Remote,Jersey City,United States,Charlotte,Jersey City",Contract,Not Available,https://wellfound.com/jobs/1096290-python-developer,1096290.0,09-08-2024,['python developer'],"Python,Selenium,Tableau,Shell Scripting,Quartz",,"Senior developer that will be responsible for developing, enhancing, modifying / maintaining  used for Independent Price Verification process for the Global Markets business. This would include design, code, test, debug  document programs as well as support activities. The prospective candidate will work closely with all levels  business partners in capturing requirements  take those requirements all the way to Production. The prospective candidate typically have 10 years  programming experience with in-depth    tools  languages.  Role Specific Responsibilities: • Responsible for developing software in Python, object-oriented database  grid using proprietary Quartz platform. • Responsible for developing data transfer tools to replicate data from no-sql datastore to an Oracle (Exadata) database • Responsible for building REST • Responsible for designing interface between UI  REST service. • Responsible for building data-grid centric UI based on Angular . • Participating fully in the  process through the entire software lifecycle. • Participating fully in  software  process  Experience Required: • 10 years  overall technology experience  3 years  Python experience • Python experience required. We use python 2.7  are migrating to 3.7 • Experience with git, npm, Angular (5.x  later) preferred • Experience with financial instruments  Price Verification processes  desirable. • Experience with grid computing  high data volume a plus • Experience with object-oriented database a plus • Experience doing test-driven , functional testing  continuous integration  desirable • We prefer people with experience across a range  languages  technologies, especially C++/Java  Python. • Strong written  verbal communications  The contractor will be working from our office in Jersey City, NJ",Python Developer,,https://photos.wellfound.com/startups/i/452818-6717b1917f325f797fee3802e099c4b7-medium_jpg.jpg,https://wellfound.com/company/bcforward,BCForward,Join the evolution,"BCforward is a minority owned IT recruiting, consulting and staffing firm headquartered in Indianapolis with offices in 17 states, Russia, India and China. The company was founded in 1998 and is currently the largest consulting firm and largest MBE certified firm headquartered in Indianapolis, Indiana. Stafforward, a subsidiary of BCforward, was created in order to respond to the growing customer demand for talent acquisition in the Administrative, Industrial, Healthcare and Scientific fields. While BCforward continues to deliver IT staffing services to our clients, Stafforward is a dedicated subsidiary that focuses on the growing demand in these non-IT industries. ",www.bcforward.com/,Indianapolis,5000+ people,,09-08-2024,"Customer Service Rpresentative    (Posted  2 years ago),Customer Service    (Posted  2 years ago),Data Entry Clerk    (Posted  2 years ago),Java Full Stack Developer /  Software Architect    (Posted  2 years ago),Product Owner    (Posted  2 years ago),Performance Test Engineer    (Posted  3 years ago),Collections Agent    (Posted  3 years ago),Python Developer    (Posted  3 years ago)",Albert Wilson,Grace RUhland,,,,,
Sr. Python Developer,EastBanc Technologies,,,3 years ago,"Remote,Washington DC,Boston,California,Detroit,New York City,North Carolina,Texas,Florida,United Kingdom,New Jersey,Washington,Michigan,Nevada,South Carolina",Full Time,Not Available,https://wellfound.com/jobs/1126466-sr-python-developer,1126466.0,09-08-2024,['python developer'],"Python,Javascript,CSS,XML,JSON,JSON / XML / HTML / Javascript / JQuery,JSON / XML",,"Looking for a Sr. Python Developer with an excellent knowledge of Python, HTML, CSS and JavaScript as well as JSON, XML, ORACLE but core is Python.  Remote work, a plus if a person is located within the DMV and could come in to the Tysons office from time to time.   EastBanc Technologies is a full-lifecycle software product development firm and start-up incubator located in Georgetown, Washington, DC. We help customers jumpstart their digital transformation journey by leveraging cutting-edge technologies and approaches – focusing on complex cloud architecture, Artificial Intelligence and Data Science, API infrastructure, and all other components required to enable our clients’ digital evolution. Our customers have included The Washington Post, Kroger, Intelsat, Nasdaq, the American Red Cross, IBM, and other finance, science, education, consumer product, and mobility institutions.",Sr. Python Developer,,https://photos.wellfound.com/startups/i/118223-1158ac7379ebf5d5863332876f7a9328-medium_jpg.jpg,https://wellfound.com/company/eastbanc-technologies,EastBanc Technologies,,"EastBanc Technologies is a full-lifecycle software product development firm and start-up incubator located in Georgetown, Washington, DC. We help customers jumpstart their digital transformation journey by leveraging cutting-edge technologies and approaches – focusing on complex cloud architecture, Artificial Intelligence and Data Science, API infrastructure, and all other components required to enable our clients’ digital evolution. Our customers have included The Washington Post, Kroger, Intelsat, Nasdaq, the American Red Cross, IBM, and other finance, science, education, consumer product, and mobility institutions.  ",eastbanctech.com,Washington DC,51-200 people,"Software,Software",09-08-2024,"Sr. Python Developer    (Posted  3 years ago),Architect    (Posted  3 years ago)",,"Anastasiya Subbotina,Elizabeth Yu,Liliya Kladova,Catherine Paganini,Sergey Dementyev,Dzoan Ho,Oleg Chunikhin,Dmitry Lisovsky,Slava Koltovich,Umidgon Yakhoev,Alexey Bromot,Artem Goncharuk,Sofya Savkina,Oleg Godovykh,Gordey Doronin,ILYA ANISIMOV",,,"Anastasiya Subbotina,Elizabeth Yu,Liliya Kladova",,
Senior Python Developer,Siblings Software,No equity,No equity,2 years ago,"Remote,Miami",Full Time,Not Available,https://wellfound.com/jobs/1568567-senior-python-developer,1568567.0,09-08-2024,['python developer'],"Python,Backend Development",Everywhere,Senior Backend Developer with extensive experience in developing desktop applications with Python and knowledge of security and encryption. Advanced fluent oral English is a must.,Senior Python Developer,,https://photos.wellfound.com/startups/i/8445831-3b13b9592b7cb0532168a17287ca015c-medium_jpg.jpg,https://wellfound.com/company/siblings-software,Siblings Software,Software outsourcing company focused on high quality custom software development services,"As a full-stack developer, we offer a wide variety of software outsourcing solutions to meet the needs of our customers, quickly and efficiently.",siblingssoftware.com/,Miami,11-50 people,"Enterprise Software,Web Design,Outsourcing,Apps,Software,Web Development,Software Engineering,Mobile Application,Business Process Outsourcing,Enterprise Software,Web Design,Outsourcing,Apps,Software,Web Development,Software Engineering,Mobile Application,Business Process Outsourcing",09-08-2024,"Delphi Developer    (Posted  2 years ago),Senior Python Developer    (Posted  2 years ago),Python Developer    (Posted  2 years ago),JS Developer    (Posted  2 years ago),DevOps Engineer    (Posted  2 years ago),Full Stack Gatsby Developer with SEO skills    (Posted  3 years ago)",Javier Uanini,,,,,,
Python Developer,Techgrit Solutions India Pvt.LTd,,,4 months ago,"Remote,India,Minneapolis,India,Hyderabad",Full Time,Not Available,https://wellfound.com/jobs/2953180-python-developer,2953180.0,09-08-2024,['python developer'],"Python,Django",,"Job Description – Python Developer  TechGrit is a USA-based business, with a development center located in Hyderabad India, that develops custom software for small to mid-range businesses. TechGrit creates highly customized software products for healthcare and other markets throughout the US.   Core Services  • Software Discovery: brainstorming, defining features, requirements documentation  • Software Design: storyboarding, graphic design, prototyping, architecture specifications  • Software Development: Enterprise-grade custom web and mobile app development  • Quality Assurance: manual testing teams, automated regression testing  • Technical Support: app deployment, warranty support, emergency services   TechGrit runs lean, which means we all participate in growing the business and we are not afraid to reinvent ourselves. As a part of our team, you would be a known individual and a leader with a voice. As you learn how we operate, we will begin looking for your insight on how we can do what we do, but better. If you are looking for an opportunity for personal growth and a chance to try new things, TechGrit could be a fit.   TechGrit is not centered in a single line of business. We are passionate about delivering techforward software, no matter the industry, and build everything from enterprise intranet applications to mobile apps available on the Apple Store. We engage with prospective clients where their needs fit our abilities, be it in healthcare, travel, retail, and more! Our typical project cycles last around 4-6 months. As a part of the TechGrit team, you will cultivate long-term relationships with our ongoing clients, while also welcoming new partnerships in new technical spaces.   Technical Skill-set/Responsibilities  • 5+ years of experience in Python development. • Write structured, clean, reusable, and testable code using Python • Familiarity with front-end technologies, such as JavaScript, HTML5, and CSS3 • Expertise in Python and its Django framework [or another framework you use] • Debugging applications to ensure low-latency and high-availability • Test own code and peer-review output from fellow developers • Manage data storage and solutions for application robustness • Implement security and data protection functions • Integrate user-facing components built by front-end developers with the logic of the back-end • Proficient understanding of code versioning tools such as Git  Qualifications • Bachelor’s degree in Computer Science, Engineering, Software Engineering, or related field; or an equivalent combination of education and experience. • Must have 5+ years of experience in a technical role. • Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. • Understanding of accessibility and security compliance {{depending on the specific project}} • Knowledge of user authentication and authorization between multiple systems, servers, and environments. • Understanding of fundamental design principles behind a scalable application. • Familiarity with event-driven programming in Python. • Understanding of the differences between multiple delivery platforms, such as mobile vs desktop and optimizing output to match the specific platform. • Able to create database schemas that represent and support business processes • Nice to have - mobile app development in iOS, Android, Microsoft    Character Traits  • Humble, confident, self-aware  • Passionate about technology and enjoys a variety of challenging projects  • Excellent oral and written communication skills with a keen sense of customer service  • Ability to work effectively with a diverse population in a fast-paced environment.  • Ability to multitask, prioritize, and manage time efficiently  • Strong verbal English language skills with accents that can be understood in Minnesota without straining or effort  • Prefers a fast-paced environment with rewards/celebrations for achievements   Send your resume to  [email protected]",Python Developer,Software Development,https://photos.wellfound.com/startups/i/8476152-9622c1925ec312ff121b4efecba9449e-medium_jpg.jpg,https://wellfound.com/company/techgrit-india,Techgrit Solutions India Pvt.LTd,,,www.techgrit.com,"India,Minneapolis",51-200 people,"Software,Software",09-08-2024,"Technical Project Manager    (Posted  1 week ago),Technical Lead - MERN STACK    (Posted  1 week ago),MERN Stack Developer    (Posted  2 weeks ago),Technical Lead    (Posted  2 weeks ago),Quality Analyst    (Posted  4 weeks ago),Project Manager    (Posted  4 weeks ago),Technical Lead (Java & Angular)    (Posted  4 weeks ago),Project Manager    (Posted  2 months ago),Java Developer    (Posted  2 months ago),Ruby On Rails Developer    (Posted  2 months ago),Java Full Stack Developer    (Posted  3 months ago),UI/UX Designer    (Posted  3 months ago),PHP/Laravel Developer    (Posted  3 months ago),Quality Analyst - Lead    (Posted  4 months ago),NodeJS Developer    (Posted  4 months ago),Senior DotNet Developer    (Posted  4 months ago),Python Developer    (Posted  4 months ago),Quality Analyst    (Posted  5 months ago),DotNet Full Stack Developer    (Posted  8 months ago),Executive Assistant    (Posted  9 months ago)",,"Sravanthi Yerroju,Techgrit - Your Trusted Partner,Rajesh Prabhu",,,"Sravanthi Yerroju,Techgrit - Your Trusted Partner,Rajesh Prabhu",,
Experienced Python Developer,Monick,$100k , $150k ,3 years ago,Chicago,Full Time,Not Available,https://wellfound.com/jobs/1420516-experienced-python-developer,1420516.0,09-08-2024,['python developer'],,,"Ideal hire is an experienced Python developer - someone who knows how to code, understands algorithms, and can follow instructions, but also can do design, architecture, analysis, and technical documentation. Hire should be proactive, dedicated, and knowledgeable. We tend to favor hires who can do multiple tasks (generalist) rather than one task (specialist). Hire will work out of Chicago a min of 50 hours/week (Mon - Fri from 8 AM - 6 PM CST or so).  Prior financial market/proprietary trading knowledge is necessary. Hire will help our lead developer with the coding of new strategies as well as system admin tasks – e.g. server config (Ansible), real-time messaging (RabbitMQ), task management (Airflow), micro services (Docker), system auditing, deploy automation (Jenkins), log management, database management (MongoDB, SQL), Python scripting, data analysis (Pandas, Scikit-Learn), etc. We strongly prefer hires with knowledge of Centos (Linux Distro) for remote servers, terminal/bash, crontab, systemd, SSH and SCP, Python 3.0, NumPy, TensorFlow, Click, IQfeed, CQG, IB, TradeStation, and especially Rithmic (API).",Experienced Python Developer,"Financial Institution   ,General Trading,Big Data Analytics",https://photos.wellfound.com/startups/i/8370983-aed2e6a808d334695ec346853c5c8402-medium_jpg.jpg,https://wellfound.com/company/monick,Monick,"Proprietary, algorithmic, securities trading firm","Our product simply is our tech and our strategies. We do our very best to create, code, and implement robust trading strategies in the financial markets. We cannot be successful without all three and this is the never-ending challenge, to stay ahead of the game.",monick.co/,"Chicago,Las Vegas",1-10 people,"Commodities,Python,Futures And Options,Blockchain / Cryptocurrency,Commodities,Python,Futures And Options,Blockchain / Cryptocurrency",09-08-2024,"Python Developer - Proprietary Trading    (Posted  2 weeks ago),Experienced Python Developer    (Posted  3 years ago)","Mo Yehia,Nicholas Stepanek","Seth Lingafeldt,Sacha Dumay",,,,"Ideal candidate is a smart technically-minded individual with room to grow. Hire doesn't need to be ""seasoned,"" just proactive, knowledgeable, and meticulous. We tend to favor hires who can do multiple tasks (generalist) rather than hires who can do one task (specialist).","Substantial revenue-share,Work-from-home friendly,20 days per year,Learn securities trading"
Python Developer,Botprise,,,3 years ago,Sunnyvale,Full Time,Not Available,https://wellfound.com/jobs/1445969-python-developer,1445969.0,09-08-2024,['python developer'],,,"About us: Botprise, leading Hyperautomation platform, provides capabilities to automate enterprise business processes with simple Low-code / No-code drag and drop interface. We develop solutions for ITOps, DataOps, Network Automation, Analytics, Document Processing, ChatOps automation. With our platform we provided enterprise automation for clients in multiple industries and are expanding our portfolio.  Responsibilities   Develop and test reusable, testable and scalable code  Design and implement highly available, and performant applications  Work on back-end components to improve responsiveness and overall performance  Integration of user-facing elements developed by front-end developers with server side logic  Integration of data storage solutions (MongoDB/RDBMS)  Improve functionality of existing systems  Implement security and data protection solutions   Eligibility   2-4 years of experience in Python with good knowledge of at least one Python web frameworks such as Django or Flask  Good at development and testing of REST based APIs  Experience in using ORM libraries  Basic understanding of cloud based application development  Basic knowledge of front-end technologies such as JavaScript, HTML5, and CSS3  Familiarity with event-driven programming in Python  Understanding of the fundamental design principles behind a scalable application  Ability to integrate multiple data sources into a single system  Proficient understanding of code versioning tools such as Git, Mecurial or SVN  Strong unit test and debugging skills  Good problem-solving skills  Educational Qualification Graduation/Diploma in relevant field  Excellent communication and interpersonal skills  Ability to prioritize, manage time well, stay organized, quickly address needs and adjust focus as needed  Quick learner, with a positive attitude and ability to work well within a team   Looking forward to receiving your CV!",Python Developer,Private Company,https://photos.wellfound.com/startups/i/7011895-81e62615c022037253a12851a91d2d25-medium_jpg.jpg,https://wellfound.com/company/botprise,Botprise,AI Driven Remediation for Security Misconfigurations,Botprise is focused on AI-driven remediations of the security vulnerabilities caused by misconfigurations and human error in cybersecurity infrastructure (Multi-Cloud  and Hybrid) with our intelligent automation platform. ,www.botprise.com,Sunnyvale,51-200 people,"Enterprise Software,Machine Learning,Enterprise Security,Artificial Intelligence,Cyber Security,Enterprise Software,Machine Learning,Enterprise Security,Artificial Intelligence,Cyber Security",09-08-2024,"Data Scientist (Middle)    (Posted  3 years ago),Python Developer    (Posted  3 years ago)",Kishan Bulusu,"Dmitriy Kuz,Oksana Riabichko",,,,,
Python Developer,XpertDox.com,$70k , $110k,2 years ago,Birmingham,Full Time,Not Available,https://wellfound.com/jobs/2330636-python-developer,2330636.0,09-08-2024,['python developer'],"Python,Selenium",,"Our technology stack/environment       Python      AWS      SAS      Windows   Qualifications       Strong Python programming skills with 1-3 Years of hands on experience in automation of tasks GUI (using Selenium or other known shadow DOM)      Familiarity with Windows and Linux fundamentals      Strong skills in debugging and troubleshooting      Scale-up mindset      Able to multitask and handle completing priority tasks      Passion for coding and tackling complex tasks      Familiarity with data protection and security features      Experience with code versioning tools like Git, SVN, etc.      Experience in multi-process architecture   Responsibilities       Create and monitor reliable automation systems      Help build large scale scripting environments      Build download/upload Selenium scripts for complex and diverse applications      Implement proper error handling and fail-safes      Manage multiple projects at the same time      Focus on scalability      Assist throughout the entire development cycle      Provide assistance to current systems      Automate data transfers between APIs, FTPs, and other sources   Headquartered in Birmingham, Alabama, XpertDox uses advanced data analytics and proprietary natural language processing to structure, parse and map information from multiple diverse data sources. Its proprietary search engine and mappings are used to improve access to clinical trials and automate the coding process. We are passionate about our goal to improve patient access to healthcare and clinical trials.  For more company information, please visit  www.xpertdox.com",Python Developer,"Healthcare Technology,Health Tech,Health And Medicine",https://photos.wellfound.com/startups/i/1635249-95f3efae4a2a6f784f1a7d0280574a21-medium_jpg.jpg,https://wellfound.com/company/xpertdox-com,XpertDox.com,Personalized and Unbiased Doctor Finder Tool,"Help patients find & connect with expert doctors and hospitals for their disease.In the current environment, it is very difficult for a patient to identify doctors and hospitals who specialize in treating their disease. In addition, patients need support both from experts as well as from other patients going through this ordeal.We have built XpertDox as an environment to empower patients to navigate the complex world of healthcare. At XpertDox, we will educate the patient about their disease, find expert doctors for their disease, find the best hospitals for their disease, search for ongoing clinical trials where they can enroll, and get support from other patients.",www.xpertdox.com/,Birmingham,11-50 people,"Healthcare,Health Care Information Technology,Personal Health,Hospitals,Healthcare,Health Care Information Technology,Personal Health,Hospitals",09-08-2024,Python Developer    (Posted  2 years ago),,"Bhupesh Panwar,Rama Potturu,sharad srivastava,Sameer Ather,Mateo Montoya,Tanveer Patel",,1 investor,Alabama Launchpad Startup Competition,,
Python Developer,ampcontrol.io,$50k , $150k,9 months ago,"Remote,New York,Canada,Europe,South America,United States,Central America,Americas 1",Full Time,Not Available,https://wellfound.com/jobs/2828390-python-developer,2828390.0,09-08-2024,['python developer'],"Python,SQL,Cloud Computing","Central Time, Eastern Time, Atlantic Time, Greenland, Brasilia Summer Time, Azores, Coordinated Universal Time, Central European Time, Eastern European Time, Turkey Time","Our Mission  We're on a mission to help the automotive industry transition to 100% electric vehicles.  We believe in a future of self-managing, reliable, and affordable charging for companies, fleet operators, and humans on our planet.  Who We Are  Ampcontrol is a venture-backed and growing team of engineers and energy experts building the new way of EV charging for fleets. A truly global company, Ampcontrol’s team and partners span five continents.  Ampcontrol works with fleet operators, solutions companies, and others to reduce energy costs, avoid late departures, and ensure reliable charging operations through AI-powered software.  We have a flat hierarchy where we aim for consensus and let everyone shape the team and their work environment.  Requirements  Ampcontrol is looking for a Python Developer to join our growing team. You will be working with a tightly knit, remote team of Python enthusiasts who are eager to learn and improve their craft every day.  What you will do   Work on our FastAPI backend  Extend and improve the performance of our SQL and time series databases  Offload async tasks to Celery and add RabbitMQ queues to improve scaleability  Improve our CICD pipelines, Docker and Kubernetes configurations  Build Grafana charts and use Prometheus queries to understand how our system behaves  Work closely with the product-, frontend-, and data science teams  Learn about Electric Vehicle charging, standards, protocols and integrations   Who you are   An excellent communicator, with the ability to inspire and connect with teammates  Able to self-motivate and self-manage, as a growing company we are looking for individuals who want to take ownership of their areas  Have at least 3 years of full-time Python development experience  Strong understanding and experience with RESTful APIs  Working knowledge of at least one cloud computing platform, an SQL database and queues  Understand unit-, integration- and end-to-end testing  Fluency in English for verbal and written communication is required  Motivation to work on electric vehicles and sustainability   Additional requirements   Remote applicants should be located in Europe or in the Americas, and within the UTC+3 and UTC-6 time zones  Ready to travel a few times a year to company meetups  Long-term and full commitment   Benefits  Paid Time Off (Vacation, Sick & Public Holidays).  Depending on your location we can provide:   Healthcare Plan (Medical, Dental & Vision)  Commuter Benefits",Python Developer,,https://photos.wellfound.com/startups/i/6816782-15acae43d3c1777d6f4511cbb1d85a3c-medium_jpg.jpg,https://wellfound.com/company/ampcontrol-io,ampcontrol.io,"We're Ampcontrol, an AI-powered software for electric vehicle (EV) charging","We're team of engineers and energy experts, building the new way of EV charging. We help companies to install more charging stations for electric vehicles and to build intelligent electric fleet systems. Our cloud-software is used around the world and has received major industry prizes. We're based in Europe and in the U.S. and are venture backed with leading investors from around the world. We are a remote-first team with current members in Berlin, New York and other locations in Europe.",www.ampcontrol.io/,New York City,11-50 people,"SaaS,Energy,Machine Learning,Artificial Intelligence,Electric Vehicles,Transportation,Utilities,Smart Grid,Electrical Distribution,Smart Building,Mobility,Urban Mobility,Smart City,Smart Cities,SaaS,Energy,Machine Learning,Artificial Intelligence,Electric Vehicles,Transportation,Utilities,Smart Grid,Electrical Distribution,Smart Building,Mobility,Urban Mobility,Smart City,Smart Cities",09-08-2024,Python Developer    (Posted  9 months ago),,"Fadwa Kingsbury,Connor Tariche,Jonas Schlund,Luis Garcia Cuesta,Tyler White,Brice Towa Kamgne,Dr. Bela Patkai,Joachim Lohse",,1 investor,"AngelPad,ampcontrol.io",,
